dbname,db_username,qrytext,num_queries,min_minutes,max_minutes,avg_minutes,total_minutes,total_compile_minutes,total_num_compile_segments,min_disk_spill_mb,max_disk_spill_mb,avg_disk_spill_mb,total_disk_spill_mb,max_query_id,last_run,num_days_executed,total_aborted,qry_label,avg_spectrum_object_used,avg_federated_object_used,user_table_involved,alert
dw,app_airflow_dev,"INSERT INTO dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SELECT ",1,180.60000,180.60000,180.60000,180.60000,0.00000,0,0,0,0,0,701050615,2025-03-03,1,1,default,0,0,,NL Stats
dw,app_airflow_dev,"INSERT INTO dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SELECT ",1,180.10000,180.10000,180.10000,180.10000,0.00000,0,0,0,0,0,702665612,2025-03-05,1,1,default,0,0,,NL Stats
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ create table dw.fact.udm_visitors_tmp distkey (user_id) sortkey (evaluation_date) as with dates as ( select dd.date_id , min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end , date_id - (case when day_of_week >1 then day_of_week-2 else 6 end) as WTD , date_trunc('month',date_id)::date as MTD , date_add('month',-1,date_trunc('month',date_id))::date as prev_month_start , date_add('month',-1,d",1,179.66666,179.66666,179.66666,179.66666,0.00000,0,0,0,0,0,699399629,2025-03-01,1,0,default,0,0,,NL
dw,app_matillion,"CREATE TABLE analytics.mv_tbl__subscription_user_daily__0__tmp BACKUP YES AS ( SELECT \""user_event\"".\""date_id\"" AS \""date_id\"", \""user_event\"".\""period_name\"" AS \""period_name\"", \""user_event\"".\""period_start_date\"" AS \""period_start_date\"", \""user_event\"".\""period_end_date\"" AS \""period_end_date\"", \""user_event\"".\""beginning_of_month_status\"" AS \""beginning_of_month_status\"", \""user_event\"".\""end_of_month_status\"" AS \""end_of_month_status\"", \""user_event\"".\""user_id\"" AS \""user_id\"", \""user_ev",3,7.01666,249.21666,167.66110,502.98332,0.00000,0,0,4487290,1643179,4929539,699722093,2025-03-01,2,2,default,0,0,"subscription_type, subscription_plans, date",NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO \""analytics\"".\""weekly_active_users\"" (\""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"") SELECT \""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"" FROM (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select",1,162.96666,162.96666,162.96666,162.96666,0.00000,0,0,0,0,0,703030900,2025-03-06,1,0,default,0,0,"date, daily_active_users",NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ DELETE FROM \""analytics\"".\""weekly_active_users\"" USING (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select 3 union all select 4 union all select 5 union all select 6 ) select rolling_start_date , rolling_end_date , user_id , listagg( distinct device_split,'_') within ",1,158.76666,158.76666,158.76666,158.76666,0.00000,0,0,0,0,0,702944373,2025-03-06,1,0,default,0,0,"date, daily_active_users, weekly_active_users",NL Dist
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO \""analytics\"".\""weekly_active_users\"" (\""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"") SELECT \""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"" FROM (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select",1,143.00000,143.00000,143.00000,143.00000,0.00000,0,0,0,0,0,702312279,2025-03-05,1,0,default,0,0,"daily_active_users, date",NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO \""analytics\"".\""weekly_active_users\"" (\""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"") SELECT \""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"" FROM (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select",1,142.91666,142.91666,142.91666,142.91666,0.00000,0,0,0,0,0,698683239,2025-02-28,1,0,default,0,0,"date, daily_active_users",NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO \""analytics\"".\""weekly_active_users\"" (\""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"") SELECT \""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"" FROM (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select",1,138.83333,138.83333,138.83333,138.83333,0.00000,0,0,0,0,0,701544071,2025-03-04,1,0,default,0,0,"daily_active_users, date",NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO \""analytics\"".\""weekly_active_users\"" (\""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"") SELECT \""rolling_start_date\"", \""rolling_end_date\"", \""user_id\"", \""d_combination\"" FROM (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select",1,134.83333,134.83333,134.83333,134.83333,0.00000,0,0,0,0,0,699399255,2025-03-01,1,0,default,0,0,"date, daily_active_users",NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ create table dw.stage.udm_visitors_raw_full distkey (user_id) sortkey (evaluation_date) as select v2.event_date_id as evaluation_date , v2.user_id , (case when v2.client_source = 'FOUNDATION' then 'Android' when v2.client_source = 'ARTEMIS' then 'IOS' when v2.client_source = 'VALENTINE' then 'IOS' when v2.client_source = 'KRYPTON' then 'Android' when v2.client_source = 'KEPLER' then 'Desktop' when v2.client_source = 'GLIESE' then 'IOS' when v2.client_source",1,131.98333,131.98333,131.98333,131.98333,0.00000,0,0,0,0,0,699329144,2025-03-01,1,0,default,0,0,,
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ DELETE FROM \""analytics\"".\""weekly_active_users\"" USING (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select 3 union all select 4 union all select 5 union all select 6 ) select rolling_start_date , rolling_end_date , user_id , listagg( distinct device_split,'_') within ",1,125.63333,125.63333,125.63333,125.63333,0.00000,0,0,0,0,0,699333551,2025-03-01,1,0,default,0,0,"date, daily_active_users, weekly_active_users",NL Dist
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""pillar2_deeplink_vs_es_monthly_view\""') TO 's3://gold-data-domo/dw/analytics/pillar2_deeplink_vs_es_monthly_view/pillar2_deeplink_vs_es_monthly_view_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",1,118.53333,118.53333,118.53333,118.53333,0.00000,0,7355017,7355017,7355017,7355017,701056736,2025-03-03,1,0,default,0,0,"firehose_events_enriched, user_subscription_daily, user_ds_product_attributes",
dw,IAM:ddejong@cricut.com,select count(*) from dw.analytics.netstock_snop_forecast_actuals,5,5.65000,240.16666,117.82333,589.11665,0.13800,5,0,54229,25114,125571,698991441,2025-02-28,1,5,default,0,0,,NL Dist
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ DELETE FROM \""analytics\"".\""weekly_active_users\"" USING (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select 3 union all select 4 union all select 5 union all select 6 ) select rolling_start_date , rolling_end_date , user_id , listagg( distinct device_split,'_') within ",1,114.63333,114.63333,114.63333,114.63333,0.00000,0,0,0,0,0,701480129,2025-03-04,1,0,default,0,0,"date, daily_active_users, weekly_active_users",NL Dist
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""pillar2_deeplink_vs_es_monthly_view\""') TO 's3://gold-data-domo/dw/analytics/pillar2_deeplink_vs_es_monthly_view/pillar2_deeplink_vs_es_monthly_view_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",7,54.91666,141.50000,110.66190,774.63331,0.00000,0,0,0,0,0,703317434,2025-03-06,5,4,default,0,0,,
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""pillar0_mth_frq_exact_almost_es_dashboard_vw\""') TO 's3://gold-data-domo/dw/analytics/pillar0_mth_frq_exact_almost_es_dashboard_vw/pillar0_mth_frq_exact_almost_es_dashboard_vw_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",3,102.40000,111.71666,107.69444,323.08332,0.00000,0,0,0,0,0,701855486,2025-03-04,3,0,default,0,0,,
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ create table stage.user_events as select user_id , event_name from data_lake.events.firehose_v2 event --from dw.analytics.firehose_events_enriched event WHERE (event_name in ('CricutLiveHelpBookNowClicked', 'OOBMachineConnectionTypeSelected', /*'LearningPlanPageOpened',*/ 'LearningPlanPageAppeared', 'LearningPlanSectionItemClicked', 'PlayVideoClicked', 'LearningPlanItemCompleted', 'UserAccountLoggedIn', 'OOBMenuButtonSelected', 'OOBMachineFamilySelected', '",1,107.05000,107.05000,107.05000,107.05000,0.00000,0,0,0,0,0,700715154,2025-03-03,1,0,default,0,0,,
dw,app_airflow_dev,"INSERT INTO dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SELECT ",1,106.35000,106.35000,106.35000,106.35000,0.00000,0,0,0,0,0,703314557,2025-03-06,1,0,default,0,0,,NL Stats
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""page_views_dau_wau_mau\""') TO 's3://gold-data-domo/dw/analytics/page_views_dau_wau_mau/page_views_dau_wau_mau_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",6,77.08333,121.05000,105.43611,632.61666,0.00000,0,0,0,0,0,702669799,2025-03-05,5,2,default,0,0,,
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO \""analytics\"".\""content_usage_user_detail\"" (\""first_day_of_month\"", \""user_id\"", \""subscription_status_current_month\"", \""previous_monthly_classification\"", \""feature_background_removal\"", \""feature_collection\"", \""feature_warp\"", \""feature_create_sticker\"", \""feature_create_layers\"", \""image_count_cricut_access\"", \""image_count_external_brand_not_access\"", \""image_count_external_brand_access\"", \""image_count_cap_access\"", \""image_count_cricut_",1,103.55000,103.55000,103.55000,103.55000,0.58883,24,92535,92535,92535,92535,700641407,2025-03-03,1,0,default,0,0,"project, user_profile, subscription_type, mv_tbl__subscription_user_daily__0, date, subscription_plans, image, engagement_cohorts",Sortkey NL Broacast
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ DELETE FROM \""analytics\"".\""weekly_active_users\"" USING (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select 3 union all select 4 union all select 5 union all select 6 ) select rolling_start_date , rolling_end_date , user_id , listagg( distinct device_split,'_') within ",1,102.80000,102.80000,102.80000,102.80000,0.00000,0,0,0,0,0,702253584,2025-03-05,1,0,default,0,0,,NL
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""pillar2_deeplink_vs_es_monthly_view\""') TO 's3://gold-data-domo/dw/analytics/pillar2_deeplink_vs_es_monthly_view/pillar2_deeplink_vs_es_monthly_view_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",1,102.45000,102.45000,102.45000,102.45000,0.00000,0,6964222,6964222,6964222,6964222,699077345,2025-02-28,1,1,default,0,0,"firehose_events_enriched, user_subscription_daily, user_ds_product_attributes",
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""budget_variance_analysis\""') TO 's3://gold-data-domo/dw/analytics/budget_variance_analysis/budget_variance_analysis_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",3,89.13333,126.68333,102.43888,307.31666,0.00000,0,1040979,1073039,1059928,3179786,703281548,2025-03-06,3,0,default,0,0,"general_ledger_detail, currency",NL Broacast
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""community_north_star\""') TO 's3://gold-data-domo/dw/analytics/community_north_star/community_north_star_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",1,101.66666,101.66666,101.66666,101.66666,0.00000,0,0,0,0,0,698936242,2025-02-28,1,0,default,0,0,,
dw,app_airflow_dev,"create table dw.fact.udm_visitors_v2_stage as with dates as (select dd.date_id, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_start, date_add('month', -1, date_trunc('month', quarter_start))::date as prev_month_of_qtr_start from dw",7,94.25000,106.05000,101.14285,707.99998,0.00000,0,0,0,0,0,703059065,2025-03-06,7,0,default,0,0,,NL
dw,app_airflow_dev,"INSERT INTO dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SELECT ",1,100.16666,100.16666,100.16666,100.16666,0.00000,0,0,0,0,0,700297082,2025-03-02,1,0,default,0,0,,NL Stats
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ DELETE FROM \""analytics\"".\""weekly_active_users\"" USING (SELECT \""rolling_start_date\"" AS \""rolling_start_date\"", \""rolling_end_date\"" AS \""rolling_end_date\"", \""user_id\"" AS \""user_id\"", \""d_combination\"" AS \""d_combination\"" FROM (with splits as ( select 1 as n union all select 2 union all select 3 union all select 4 union all select 5 union all select 6 ) select rolling_start_date , rolling_end_date , user_id , listagg( distinct device_split,'_') within ",1,100.16666,100.16666,100.16666,100.16666,0.00000,0,0,0,0,0,698602894,2025-02-28,1,0,default,0,0,,NL
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ INSERT INTO dw.fact.engagement_cohorts ( user_id ,first_cutting_machine_registration_month_start_date ,first_day_of_evaluation_month ,user_age_in_months ,days_cut_lifetime ,days_cut_this_month ,t1 ,t2 ,t3 ,t4 ,t5 ,t6 ,t7 ,t8 ,t9 ,t10 ,t11 ,t12 ,projected_months_cut ,monthly_classification ,prev_monthly_classification ,prev_days_cut_this_month ,monthly_classification_desc ,prev_monthly_classification_desc ) WITH reg_data AS ( SELECT user_id , DATE_TRUNC('mon",1,99.43333,99.43333,99.43333,99.43333,0.63183,11,78500,78500,78500,78500,699707315,2025-03-01,1,0,default,0,0,"user_profile, date, user_daily_metrics, engagement_cohorts",
dw,app_airflow_dev,"INSERT INTO dw.public.tbl_transform_project_metrics_with_cuts ( event_date_id, user_id, client_source, app_open_flag, home_app_open_flag, inspire_app_open_flag, community_home_bookmarks, community_destination_bookmarks, community_inspire_bookmarks, community_bookmarks, cricut_home_bookmarks, cricut_destination_bookmarks, cricut_inspire_bookmarks, cricut_bookmarks, all_home_bookmarks, all_destination_bookmarks, all_inspire_bookmarks, all_bookmarks, community_home_pdps, community_destination_pdps,",1,95.25000,95.25000,95.25000,95.25000,0.00000,0,0,0,0,0,699029025,2025-02-28,1,0,default,0,0,"firehose_events_enriched, cut_project_session_summary, daily_active_users",
dw,app_airflow_dev,"INSERT INTO dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SELECT ",2,10.25000,177.96666,94.10833,188.21666,0.00000,0,0,0,0,0,702614775,2025-03-05,2,0,default,0,0,,NL Stats
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""pillar2_deeplink_vs_es_monthly_view\""') TO 's3://gold-data-domo/dw/analytics/pillar2_deeplink_vs_es_monthly_view/pillar2_deeplink_vs_es_monthly_view_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",1,91.16666,91.16666,91.16666,91.16666,0.00000,0,7029603,7029603,7029603,7029603,702646902,2025-03-05,1,1,default,0,0,"firehose_events_enriched, user_subscription_daily, user_ds_product_attributes",Broacast
dw,app_matillion_unload,"/*MTLN-1.74.3 (build e3e1149-286619)*/ UNLOAD ('SELECT * FROM \""analytics\"".\""page_views_overall_freq_curve\""') TO 's3://gold-data-domo/dw/analytics/page_views_overall_freq_curve/page_views_overall_freq_curve_' ACCESS_KEY_ID '' SECRET_ACCESS_KEY '' SESSION_TOKEN '' ALLOWOVERWRITE FORMAT AS CSV HEADER GZIP",5,0.00000,126.61666,89.49332,447.46664,0.00000,0,0,0,0,0,701853961,2025-03-04,4,1,default,0,0,,
dw,app_matillion,"/*MTLN-1.74.3 (build e3e1149-286619)*/ create table stage.user_events as select user_id , event_name from data_lake.events.firehose_v2 event --from dw.analytics.firehose_events_enriched event WHERE (event_name in ('CricutLiveHelpBookNowClicked', 'OOBMachineConnectionTypeSelected', /*'LearningPlanPageOpened',*/ 'LearningPlanPageAppeared', 'LearningPlanSectionItemClicked', 'PlayVideoClicked', 'LearningPlanItemCompleted', 'UserAccountLoggedIn', 'OOBMenuButtonSelected', 'OOBMachineFamilySelected', '",1,89.05000,89.05000,89.05000,89.05000,0.00000,0,8516,8516,8516,8516,698553418,2025-02-28,1,0,default,0,0,,Dist Broacast
