dbname,query_date,query_hour,select_count,select_duration_secs,cursor_count,cursor_duration_secs,unload_count,unload_duration_secs,copy_count,copy_duration_secs,insert_count,insert_duration_secs,update_count,update_duration_secs,delete_count,delete_duration_secs,vacuum_count,vacuum_duration_secs,analyze_count,analyze_duration_secs,call_proc_count,call_proc_duration_secs,ddl_count,ddl_duration_secs,dcl_count,dcl_duration_secs,automv_count,automv_duration_secs,other_count,other_duration_secs
cod,2025-03-04,12,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.0
cod,2025-03-04,14,1,30.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.0
cod,2025-03-04,15,1,33.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.3
cod,2025-03-04,18,2,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.0
cod,2025-03-04,20,3,56.6,0,0.0,0,0.0,0,0.0,1,34.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.3
cod,2025-03-04,22,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-04,23,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-05,0,13,29.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.0
cod,2025-03-05,1,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,46.7
cod,2025-03-05,2,3,84.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.0
cod,2025-03-05,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3
cod,2025-03-05,5,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-05,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,4,0.0
cod,2025-03-05,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,40.3,4,0.0
cod,2025-03-05,8,4,55.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.0
cod,2025-03-05,9,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.5
cod,2025-03-05,10,2,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,32.7
cod,2025-03-05,11,2,60.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,46.8
cod,2025-03-05,12,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.0
cod,2025-03-05,14,2,56.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.3
cod,2025-03-05,18,3,13.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.0
cod,2025-03-05,20,3,47.5,0,0.0,0,0.0,0,0.0,1,27.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.3
cod,2025-03-05,22,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-05,23,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-06,0,12,7.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.0
cod,2025-03-06,1,2,27.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,45.5
cod,2025-03-06,2,2,51.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.0
cod,2025-03-06,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.2
cod,2025-03-06,5,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-06,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,4,0.0
cod,2025-03-06,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,40.4,4,0.0
cod,2025-03-06,8,4,61.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.0
cod,2025-03-06,9,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.5
cod,2025-03-06,10,2,11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,80.2
cod,2025-03-06,11,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0
cod,2025-03-06,12,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.0
cod,2025-03-06,14,15,62.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,13,0.5
cod,2025-03-06,18,2,11.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.0
data_lake,2025-02-27,19,1085,412.0,0,0.0,0,0.0,1512,3059.5,1202,2431.7,843,3052.5,163,3812.4,1377,5221.4,1398,1076.4,18,95.1,72,31.0,0,0.0,0,0.0,10658,4649.6
data_lake,2025-02-27,20,947,483.4,0,0.0,0,0.0,1922,1650.0,1042,2152.7,757,5153.6,191,13434.0,651,803.6,15945,37430.2,24,114.4,96,38.4,0,0.0,0,0.0,11982,5253.2
data_lake,2025-02-27,21,2134,168.7,0,0.0,0,0.0,2570,2146.3,1974,1360.3,1227,1461.6,193,15063.7,576,758.4,3459,5509.5,24,86.0,96,27.4,0,0.0,0,0.0,18580,5786.9
data_lake,2025-02-27,22,2128,132.4,0,0.0,0,0.0,2717,1756.8,2190,1510.8,1178,1088.0,329,5123.5,3283,22085.3,2603,46530.1,24,46.5,96,11.6,0,0.0,0,0.0,23634,7336.3
data_lake,2025-02-27,23,2112,135.9,0,0.0,0,0.0,2465,1914.7,1923,1748.0,1291,1594.6,241,8555.7,2590,18448.9,2375,12660.5,32,96.8,104,14.3,0,0.0,0,0.0,21070,6813.8
data_lake,2025-02-28,0,2112,311.7,0,0.0,0,0.0,1925,11947.6,1434,1627.9,1001,2970.2,0,0.0,140,90.2,24543,28407.0,23,2023.9,80,1936.5,0,0.0,0,0.0,6212,2352.4
data_lake,2025-02-28,1,2229,234.2,0,0.0,0,0.0,2256,1701.7,1561,1187.1,863,935.8,26,3.6,0,0.0,16225,16855.5,16,357.6,64,321.7,0,0.0,0,0.0,6488,2468.5
data_lake,2025-02-28,2,2608,633.2,0,0.0,4,2.1,2631,2236.7,1498,1669.4,833,1568.2,36,3.6,0,0.0,26008,22696.4,12,36.4,50,19.9,0,0.0,0,0.0,6676,2663.5
data_lake,2025-02-28,3,903,180.0,0,0.0,0,0.0,2754,51883.5,1283,1620.3,775,1895.2,12,22.3,738,1501.0,1564574,2079483.1,12,249.2,48,544.2,0,0.0,0,0.0,6902,4626.6
data_lake,2025-02-28,4,2150,292.0,0,0.0,0,0.0,4373,11939.0,1402,1901.3,824,1900.2,71,2673.4,228,80.6,318580,475989.1,16,719.0,64,667.0,0,0.0,0,0.0,8379,3574.1
data_lake,2025-02-28,5,2261,135.1,0,0.0,0,0.0,11340,6925.2,1844,1185.5,905,945.5,230,161.2,42,8.3,441478,362804.9,12,25.4,177,499.6,0,0.0,0,0.0,16283,6012.2
data_lake,2025-02-28,6,2675,136.3,0,0.0,0,0.0,6338,17565.8,1369,1496.6,880,1021.8,338,4255.4,1014,399.9,435314,601025.0,12,38.4,1390,987.1,0,0.0,0,0.0,11215,5325.8
