dbname,table_name,alert_seconds,alert_rowcount,alert_event,alert_solution,alert_sample_query,alert_querycount
,event_client_mat_item_cut_pass_end,156072.07834700,135434486927,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698274619,13
dw,order_line_erp,150944.57103500,35994647651,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703352145,224
dw,general_ledger_detail,139643.20043600,12199002888,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703281548,19
dw,mv_tbl__subscription_user_daily__0,138616.08154100,123651461327,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703381204,76
,firehose_events_enriched,123658.68525800,90456970002,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703365413,16
,firehose_events_enriched,93956.66965700,480550301,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703386341,42
data_lake,vbpa_cdc,93561.76406900,54303,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703401434,5941
data_lake,datashare_data,90382.51949500,32270951052,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703173499,7
dw,udm_registrations_tmp,72618.33105900,9318136,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703263621,42
dw,mv_tbl__subscription_user_daily__0,63720.83304500,8900877135,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703381204,100
,t_rslocal_localhost@112473779@80823173@,58972.37653500,465130770,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,697859429,3
dw,t_rslocal_localhost@44907317@80823173@,51846.60651800,3673967370,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699300909,13
data_lake,vbuk_cdc,51829.62940500,784788,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703393158,4327
dw,t_rslocal_localhost@46686395@80823173@,50526.15400100,3301938149,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699300909,11
dw,t_rslocal_localhost@46687550@80823173@,50526.15400100,3301938149,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699300909,11
dw,project,47352.42200000,1984623580,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701122248,3
dw,project_master_fact,45636.02598200,3931977,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703075925,17
,fact_event_client_cut_mat_item_cut_pass_end,45508.08433100,26874725252,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697694566,1
data_lake,vbup_cdc,44645.67547200,746268,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703402383,5231
dw,t_rslocal_localhost@126977711@81334900@,44634.85921100,203224148,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703241617,92
,fact_image_cut,43287.06931600,10542526417,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698253001,7
dw,machine_registration,42805.35481400,1587596427,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703344221,56
dw,user_daily_metrics,42158.33966400,11335968823,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703356754,34
,user_daily_metrics,41524.42487000,64107147695,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698189603,2
,event_client_mat_item_cut_pass_end,41027.06393700,158577247,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698274619,15
dw,invoice_detail,40910.49367700,17275342128,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703208474,144
dw,fact_event_client_cut_mat_item_cut_pass_end,40347.77021600,26874725252,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699883692,1
dw,udm_visitors_v2_stage,40200.11603100,12110592,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703125156,56
dw,t_rslocal_localhost@47931087@81334900@,39347.36124500,2646752212,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701072670,2
dw,order_line_dtc,39157.77600800,12854829449,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703204834,126
data_lake,firehose_v2_2020,36143.92352400,26079761212,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701420903,1
,t_rslocal_localhost@112473779@80823173@,35997.27830100,91353888,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697859429,4
data_lake,datashare_data,33953.99712300,55351757542,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703212847,12
dw,t_rslocal_localhost@47931087@81334900@,33781.37357500,15411262,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703278125,36
,order_line_erp,32956.00870000,7690869329,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698283559,44
,user_ds_product_attributes,31264.70073200,67499022950,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698264520,5
,cut_project_session_summary,29822.03263700,15109,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703386341,5
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@2254346@725551@,29490.60891500,20920980,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703401816,118
dw,project,29443.71589800,164070291,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701150187,149
dw,fact_image_cut,28389.16142900,2163564394,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703367390,40
,user_subscription_daily,28304.59396900,68236431915,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703365413,7
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@46868@,28136.27125600,9621214756,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,700945209,3
dw,t_rslocal_localhost@112473779@81334900@,27531.02123100,89247552,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702076009,4
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1306189@716097@,27190.50067000,15630950868,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702635151,3
,t_rslocal_localhost@44907317@80823173@,26923.37084300,1250449653,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698189582,17
dw,t_rslocal_localhost@18900631@81334900@,26901.33995700,3048183680,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699677809,1
dw,udm_registrations_unique_users,26660.78354400,5542896,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703163618,21
dw,t_rslocal_localhost@112473779@80823173@,25693.24751400,85842937,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699202682,4
,t_rslocal_localhost@46687550@80823173@,25115.27013400,870818625,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698189582,15
,t_rslocal_localhost@46686395@80823173@,25115.27013400,870818625,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698189582,15
dw,udm_registrations_daily_users,24231.60594800,5546880,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703122642,21
dw,user_ds_product_attributes,23422.54522800,14527972,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702891208,6
data_lake,bigquery_ds_android_firebase_messaging,23241.20255600,5277779017,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703011963,16
,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@45745@,22941.91128500,4931155291,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698106744,2
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@47600@,22261.43171000,4691826478,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702764391,1
dw,order_erp,22121.56045000,4664720008,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702998230,35
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@47374@,21573.27734600,4935669175,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702509495,2
dw,image_conversion_fact,20027.53071000,114514759,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703293673,23
dw,project_conversion_fact,19689.73441200,12889107,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703090364,13
dw,image,19534.54199700,369921129,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703390312,167
,general_ledger_detail,19393.17421700,1200327065,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698189669,2
,image,19012.71894000,2928703594,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698263867,2
dw,t_rslocal_localhost@111613867@81334900@,18851.55537500,4668826717,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703134086,30
dw,t_rslocal_localhost@86796274@81334900@,18851.55537500,4668826717,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703134086,30
dw,t_rslocal_localhost@24442253@81334900@,18237.47375000,715664851,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702701951,5
,mv_tbl__subscription_user_daily__0,17862.02435600,39391954209,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698272657,12
data_lake,t_rslocal_localhost@57867205@81334900@,17554.58942300,35797,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703146884,7
data_lake,edidc,17304.71215500,720625,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703402717,8420
,t_rslocal_localhost@44907317@81334900@,17156.79424200,240304835,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703365899,1
,t_rslocal_localhost@46686395@81334900@,17156.79424200,240304835,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703365899,1
,t_rslocal_localhost@46687550@81334900@,17156.79424200,240304835,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703365899,1
dw,t_rslocal_localhost@54293397@80823173@,16856.40214200,197677649,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699494596,3
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@47648@,16822.85335700,4691826478,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703173499,1
,t_rslocal_localhost@47931087@80823173@,16180.82234700,1321698160,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698254513,1
,t_rslocal_localhost@47931087@80823173@,16179.98326900,12417709,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698254513,13
personalization,recos_response_logger,16160.74096300,459122,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701162400,60
dw,project_pdp_to_cut_funnel,15757.35599200,1062392,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699176647,6
,t_rslocal_localhost@18900631@80823173@,15699.39279700,3046688650,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698265567,1
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1306209@731838@,15059.76754500,2070414396,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702480205,2
dw,marketing_communication,14927.17821000,36613610142,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703110127,11
dw,image,14691.17610000,1464353055,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699044998,1
personalization,t_rslocal_localhost@94597936@80823173@,14604.26245400,1390765002,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699300782,3
personalization,t_rslocal_localhost@94597936@81334900@,14580.56311500,1597513305,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,700622354,3
,datashare_data,13488.45988500,5600224,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698196090,28
dw,t_rslocal_localhost@126977711@80823173@,13470.64434200,45612335,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699234203,16
dw,t_rslocal_localhost@54293397@81334900@,13077.75627300,4032430812,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703225989,37
data_lake,vbap_cdc,12939.92891000,10038980,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703402451,3388
dw,project_user_daily_metrics,12604.97951200,6531535392,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703354532,15
dw,user_subscription_daily,12601.56350300,2116731361,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703252331,52
,udm_registrations_tmp,12394.75297800,1330376,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698172812,6
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1231232@693658@,11678.29050800,3065468797,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699202090,11
dw,t_rslocal_localhost@44907317@81334900@,11598.02883500,287851659,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702255930,6
dw,t_rslocal_localhost@46687550@81334900@,11598.02883500,287851659,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702255930,6
dw,t_rslocal_localhost@46686395@81334900@,11598.02883500,287851659,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702255930,6
,datashare_data,11575.35392100,4583937346,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698047593,1
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@46080@,11463.35160600,4682320202,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698844682,1
personalization,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1306189@716097@,11444.61968200,12562728062,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702891535,3
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@47128@,11424.60619300,4935437457,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701748550,2
dw,dl_tempglcustomer,11206.42842100,1102578310,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702903488,7
,t_rslocal_localhost@126977711@80823173@,11143.83340200,26952566,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698104319,9
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@2254346@725551@,11073.87829100,15760823456,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703353606,24
dw,marketing_interaction,10921.77164300,27381908186,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703110096,9
dw,udm_visitors_tmp,10740.50319600,1291472,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699479790,5
,t_rslocal_localhost@46686395@81334900@,10277.12263100,14719630,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703365899,1
,t_rslocal_localhost@46687550@81334900@,10277.12263100,14719630,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703365899,1
,t_rslocal_localhost@44907317@81334900@,10277.12263100,14719630,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703365899,1
personalization,user_image_history,10210.87867800,4750529,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703278165,11
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@2254346@725551@,10055.28540700,1985894917,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702258760,3
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@47099@,10035.40190100,4691610331,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701692437,1
,user_subscription_daily,9648.62324200,3493781592,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699617908,2
dw,dl_fact_order_line_incremental,9396.87309700,38053680,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703124877,210
dw,t_rslocal_localhost@111614305@80823173@,9278.27267900,676242709,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698889480,3
dw,t_rslocal_localhost@67204098@80823173@,9278.27267900,676242709,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698889480,3
dw,dl_ole_db_source_cust_query,9245.43087900,1169046998,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702903488,7
data_lake,datashare_data,9239.45152500,73269179,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703235778,50
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1231232@716097@,9010.39958100,1590427,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701178990,1
personalization,interactions,8906.75752100,227972875,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703264292,31
dw,order_erp,8889.42791300,20945219098,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703352145,165
data_lake,bsad,8875.20988500,348611600,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703264783,49
dw,subscription_plans,8859.47491200,6428360453,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702833208,18
dw,t_rslocal_localhost@91504805@81334900@,8766.08227000,3366550368,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703292569,14
dw,t_rslocal_localhost@47931087@81334900@,8668.99795600,11794207477,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703143580,26
,project,8668.02892800,45564601,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698282327,37
,user_daily_metrics,8612.64752300,1813440907,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698273081,5
dw,marketing_journey_engagement,8611.34778500,17190836166,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702128234,16
dw,t_rslocal_localhost@67204225@81334900@,8439.43694000,2243411341,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703190014,7
dw,t_rslocal_localhost@111615111@81334900@,8439.43694000,2243411341,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703190014,7
data_lake,adrc,8302.46761300,31909,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703401495,3910
,vbpa_cdc,8237.36275900,3125,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698298529,576
dw,subscription_plans,8197.34367400,3914200883,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703111429,17
data_lake,t_rslocal_localhost@57867205@80823173@,8176.23505400,673356238,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698808181,2
dw,t_rslocal_localhost@111613869@81334900@,8026.05785000,1163438994,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703134086,30
dw,t_rslocal_localhost@65502834@81334900@,8026.05785000,1163438994,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703134086,30
dw,t_rslocal_localhost@111613867@80823173@,7782.49218600,1863032168,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699529838,12
dw,t_rslocal_localhost@86796274@80823173@,7782.49218600,1863032168,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699529838,12
,t_rslocal_localhost@57867205@80823173@,7640.09657600,673062385,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698016995,2
dw,t_rslocal_localhost@67204225@80823173@,7528.38772700,1597640305,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699413511,5
dw,t_rslocal_localhost@111615111@80823173@,7528.38772700,1597640305,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699413511,5
dw,image_user_daily_metrics,7421.08281700,4995509962,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703317671,10
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1306209@727727@,7285.10223200,1636089505,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701883679,1
,t_rslocal_localhost@94597936@80823173@,7283.19766500,743866554,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,697752866,2
,t_rslocal_localhost@54293397@80823173@,7240.17024400,65205673,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698033891,1
dw,monthly_active_users,7116.46187500,22166720107,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702640941,6
,vbuk_cdc,7041.84352500,99686,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698295191,477
dw,t_rslocal_localhost@111613885@80823173@,6988.96823000,2425941888,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699412982,8
dw,t_rslocal_localhost@67187488@80823173@,6988.96823000,2425941888,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699412982,8
,vbup_cdc,6894.42554000,109209,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703402836,585
dw,t_rslocal_localhost@6267097@81334900@,6718.73894900,5395778259,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703125442,35
data_lake,mbew,6659.84632500,28184,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703382292,1670
